gene location;strand;Ensembl ID;Gene Symbol;sum direct regulation score (-16..0..16);sum direct target (0..16);Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 iRegulon Nutlin-3a MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 Nutlin-3a iRegulon MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;p53 ChIP 25kb sum (0..15);p53 ChIP 5kb sum (0..15);p53 ChIP 2.5kb sum (0..15);p53 Expression Score (-20..0..20)
chr6:105544698-105584543;-;ENSG00000112276;BVES;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5
chr11:68028802-68039469;-;ENSG00000171067;C11orf24;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;3;2;1
chr14:76117232-76127538;-;ENSG00000133935;C14orf1;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;-1
chr14:96505660-96560226;+;ENSG00000227051;C14orf132;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;1
chr14:91580978-91691703;+;ENSG00000133943;C14orf159;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;3;4
chr14:105046055-105056183;+;ENSG00000184601;C14orf180;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;2;1
chr14:45366506-45376460;+;ENSG00000179476;C14orf28;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;10
chr14:105452615-105461855;+;ENSG00000140104;C14orf79;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;9;0;4
chr15:40845297-40857252;-;ENSG00000128891;C15orf57;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5
chr17:6555058-6556617;+;ENSG00000279257;C17orf100;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;5;1;3
chr17:21142188-21156722;-;ENSG00000154035;C17orf103;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7
chr17:56618947-56621733;-;ENSG00000181013;C17orf47;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;-1
chr17:7328934-7330886;+;ENSG00000184560;C17orf74;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr17:71228775-71245095;+;ENSG00000141219;C17orf80;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;3
chr1:57184476-57285369;-;ENSG00000187889;C1orf168;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;2;3
chr1:109648572-109656479;-;ENSG00000179902;C1orf194;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;3;3;-2
chr1:209955661-209957890;-;ENSG00000162757;C1orf74;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
chr4:15429628-15447791;+;ENSG00000163145;C1QTNF7;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;2;0;1
chr12:7167979-7178335;+;ENSG00000182326;C1S;1;1;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;7
chr20:18790371-18810839;-;ENSG00000149443;C20orf78;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;12;0;0;0
chr2:29284555-29297127;-;ENSG00000179270;C2orf71;1;1;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0
chr2:191045680-191068210;+;ENSG00000187699;C2orf88;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
chr3:14716605-14814543;+;ENSG00000131379;C3orf20;1;1;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0
chr6:31982571-32003195;+;ENSG00000228454;C4B;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;4
chr19:47813103-47825327;+;ENSG00000197405;C5AR1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;5
chr6:10671650-10694839;-;ENSG00000137434;C6orf52;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;3;3;0
chr6:127898318-127912960;+;ENSG00000184530;C6orf58;1;1;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;0;1
chr7:134777116-134855578;-;ENSG00000122783;C7orf49;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;0
chr7:112459201-112579932;-;ENSG00000164603;C7orf60;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;2;3
chr8:67405490-67430759;+;ENSG00000169085;C8orf46;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-1
chr9:213107-215893;-;ENSG00000183784;C9orf66;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;3
chrX:15756411-15805748;+;ENSG00000169239;CA5B;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
chr18:21718954-21741564;+;ENSG00000154040;CABYR;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;2;12
chr3:50400230-50540892;-;ENSG00000007402;CACNA2D2;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4
chr10:18429605-18830688;+;ENSG00000165995;CACNB2;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;-1
chr19:44126521-44143991;-;ENSG00000105767;CADM4;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
chr12:54104901-54121307;-;ENSG00000012822;CALCOCO1;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;14
chr1:1846265-1848733;+;ENSG00000169885;CALML6;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;1;0;-1
chr7:44256748-44365230;-;ENSG00000058404;CAMK2B;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4
chr1:6845383-7829766;+;ENSG00000171735;CAMTA1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr17:76987797-77005899;-;ENSG00000171302;CANT1;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0
chr11:64948685-64979477;+;ENSG00000014216;CAPN1;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;3;10
chr3:15247732-15294423;+;ENSG00000131375;CAPN7;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;2
chr22:37885887-37915224;-;ENSG00000100065;CARD10;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;1;2
chr11:105008447-105010461;-;ENSG00000255501;CARD18;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-3
chr11:104896236-104972158;-;ENSG00000137752;CASP1;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5
chr2:202047620-202086383;+;ENSG00000003400;CASP10;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
chr11:34460471-34493607;+;ENSG00000121691;CAT;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;4
chr19:5720687-5778742;+;ENSG00000174898;CATSPERD;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;3
chr19:45281125-45303903;+;ENSG00000142273;CBLC;1;1;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0
chr18:70203914-70211723;-;ENSG00000141668;CBLN2;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
chr4:169908741-169931468;-;ENSG00000145439;CBR4;1;1;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;4
chr21:44473300-44496472;-;ENSG00000160200;CBS;1;1;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;-6
chr22:39260247-39268258;-;ENSG00000183741;CBX6;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;-4
chr4:186366337-186392913;-;ENSG00000168491;CCDC110;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr22:29168661-29185283;+;ENSG00000159873;CCDC117;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;4;4;3
chr13:44410488-44453826;-;ENSG00000151773;CCDC122;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;3;2
chr22:42196677-42222303;+;ENSG00000100147;CCDC134;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1
chr4:77234191-77328458;-;ENSG00000163749;CCDC158;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;0;0;2
chr18:30517365-31020045;-;ENSG00000166960;CCDC178;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
chr12:119772516-119978852;+;ENSG00000183273;CCDC60;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;0
chr12:111284810-111345338;+;ENSG00000173093;CCDC63;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
chr12:120427647-120532299;+;ENSG00000135127;CCDC64;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1
chr11:86085777-86134151;+;ENSG00000149201;CCDC81;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-3
chr3:42299317-42305439;-;ENSG00000187094;CCK;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;2
chr9:34689566-34691274;-;ENSG00000172724;CCL19;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr12:4382901-4414522;+;ENSG00000118971;CCND2;1;1;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5
chr16:19535178-19564728;+;ENSG00000103540;CCP110;1;1;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;8;8;-2
chr11:832951-838835;+;ENSG00000177697;CD151;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;-2
chr12:7507556-7596749;-;ENSG00000177675;CD163L1;1;1;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;4
chr1:158323485-158327343;+;ENSG00000158488;CD1E;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr9:5450502-5470567;+;ENSG00000120217;CD274;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2
chr15:73976621-74006859;+;ENSG00000103855;CD276;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;-1
chr1:207925382-207968861;+;ENSG00000117335;CD46;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;8
chr19:6585849-6591163;-;ENSG00000125726;CD70;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15;0;0;6
chr1:151023446-151032125;-;ENSG00000197622;CDC42SE1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;6;6;7
chr5:19473154-19988353;-;ENSG00000145526;CDH18;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;-3
chr7:90338711-90839904;+;ENSG00000058091;CDK14;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;-4
chrX:18443724-18671749;+;ENSG00000008086;CDKL5;1;1;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
chr17:72983726-73001892;+;ENSG00000109089;CDR2L;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2
chr19:43011457-43032661;-;ENSG00000079385;CEACAM1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;10
chr1:22328149-22339032;+;ENSG00000142789;CELA3A;1;1;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0
chr10:11059892-11378672;+;ENSG00000048740;CELF2;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;4;0
chr1:109792640-109818378;+;ENSG00000143126;CELSR2;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;4
chr15:81071711-81243999;+;ENSG00000103888;CEMIP;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;1;3
chr5:122680578-122759286;-;ENSG00000168944;CEP120;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;8;8;4
chr14:105331649-105363107;+;ENSG00000099814;CEP170B;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;2;7
chr18:12672630-12702703;-;ENSG00000101624;CEP76;1;1;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;2
chr19:8274216-8327304;+;ENSG00000090661;CERS4;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
chr16:66995131-67009052;+;ENSG00000172828;CES3;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;5
chr18:580368-581524;+;ENSG00000177143;CETN1;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;0;1
chr7:117120016-117308718;+;ENSG00000001626;CFTR;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
chr14:54976586-55005334;+;ENSG00000100532;CGRRF1;1;1;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;7
chr10:90965693-90967071;-;ENSG00000138135;CH25H;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-2
chr15:41245635-41248717;+;ENSG00000128965;CHAC1;1;1;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;-2
chr22:41625513-41636935;-;ENSG00000100399;CHADL;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;3;0;6
chr7:56169265-56174187;-;ENSG00000106153;CHCHD2;1;1;---;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1
chr8:57124314-57131176;+;ENSG00000170791;CHCHD7;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;5
chr1:111770280-111786062;+;ENSG00000064886;CHI3L2;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;2;0;1
chr8:82644687-82671748;+;ENSG00000164695;CHMP4C;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6
chr8:42607779-42623929;-;ENSG00000147434;CHRNA6;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;12;0;0;1
chr15:32322690-32462384;+;ENSG00000175344;CHRNA7;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3
chr15:78916635-78933587;-;ENSG00000117971;CHRNB4;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0
chr19:45809670-45826233;-;ENSG00000104879;CKM;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0
chr17:6977855-6983600;-;ENSG00000132514;CLEC10A;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
chr4:141309606-141348815;-;ENSG00000153132;CLGN;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-6
chr6:45866189-46048085;-;ENSG00000112782;CLIC5;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;1;1
chr21:36041687-36090519;+;ENSG00000159212;CLIC6;1;1;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;0;0;2
chr8:1711869-1734736;+;ENSG00000278220;CLN8;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;9
chr16:81478774-81745367;+;ENSG00000153815;CMIP;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;11;1;1
chr16:66638227-66647795;+;ENSG00000140931;CMTM3;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;2;1;-1
chr4:47937993-47983550;-;ENSG00000198515;CNGA1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1
chr1:224544594-224566223;+;ENSG00000143771;CNIH4;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6
chr2:97426638-97477628;+;ENSG00000158158;CNNM4;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;2
chr5:179921416-180005353;+;ENSG00000113300;CNOT6;1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;6;6;6
chr6:75794041-75915623;-;ENSG00000111799;COL12A1;1;1;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1
chr10:71561643-71718904;+;ENSG00000197467;COL13A1;1;1;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;4;4;2
chr1:32117847-32169768;-;ENSG00000084636;COL16A1;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;2
chr21:46875423-46933634;+;ENSG00000182871;COL18A1;1;1;up;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4
chr20:61924537-61962285;+;ENSG00000101203;COL20A1;1;1;---;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
chr9:116918230-117072975;+;ENSG00000196739;COL27A1;1;1;---;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;10
