Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2930027	"Mouse embryo cell EB_982"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551974"	SRX3551974	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930028	"Mouse embryo cell EB_985"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551975"	SRX3551975	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930029	"Mouse embryo cell EB_986"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551976"	SRX3551976	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930030	"Mouse embryo cell EB_987"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551977"	SRX3551977	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930031	"Mouse embryo cell EB_990"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551978"	SRX3551978	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930032	"Mouse embryo cell EB_993"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551979"	SRX3551979	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930033	"Mouse embryo cell EB_992"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551980"	SRX3551980	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930034	"Mouse embryo cell EB_989"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551981"	SRX3551981	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930035	"Mouse embryo cell EB_994"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551982"	SRX3551982	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930036	"Mouse embryo cell EB_997"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551983"	SRX3551983	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930037	"Mouse embryo cell EB_988"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551984"	SRX3551984	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930038	"Mouse embryo cell EB_996"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551985"	SRX3551985	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930039	"Mouse embryo cell EB_995"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551986"	SRX3551986	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930040	"Mouse embryo cell EB_130"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551987"	SRX3551987	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930041	"Mouse embryo cell EB_132"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551988"	SRX3551988	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930042	"Mouse embryo cell EB_131"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551989"	SRX3551989	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930043	"Mouse embryo cell EB_137"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551990"	SRX3551990	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930044	"Mouse embryo cell EB_133"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551991"	SRX3551991	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930045	"Mouse embryo cell EB_134"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551992"	SRX3551992	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930046	"Mouse embryo cell EB_139"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551993"	SRX3551993	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930047	"Mouse embryo cell EB_140"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551994"	SRX3551994	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930048	"Mouse embryo cell EB_136"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551995"	SRX3551995	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930049	"Mouse embryo cell EB_141"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551996"	SRX3551996	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930050	"Mouse embryo cell EB_135"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551997"	SRX3551997	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930051	"Mouse embryo cell EB_142"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551998"	SRX3551998	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930052	"Mouse embryo cell EB_143"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551999"	SRX3551999	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930053	"Mouse embryo cell EB_145"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552000"	SRX3552000	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930054	"Mouse embryo cell EB_148"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552001"	SRX3552001	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930055	"Mouse embryo cell EB_144"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552002"	SRX3552002	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930056	"Mouse embryo cell EB_150"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552003"	SRX3552003	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930057	"Mouse embryo cell EB_149"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552004"	SRX3552004	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930058	"Mouse embryo cell EB_151"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552005"	SRX3552005	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930059	"Mouse embryo cell EB_152"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552006"	SRX3552006	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930060	"Mouse embryo cell EB_156"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552007"	SRX3552007	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930061	"Mouse embryo cell EB_161"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552008"	SRX3552008	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930062	"Mouse embryo cell EB_164"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552009"	SRX3552009	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930063	"Mouse embryo cell EB_165"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552010"	SRX3552010	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930064	"Mouse embryo cell EB_163"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552011"	SRX3552011	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930065	"Mouse embryo cell EB_166"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552012"	SRX3552012	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930066	"Mouse embryo cell EB_162"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552013"	SRX3552013	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930067	"Mouse embryo cell EB_158"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552014"	SRX3552014	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930068	"Mouse embryo cell EB_170"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552015"	SRX3552015	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930069	"Mouse embryo cell EB_169"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552016"	SRX3552016	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930070	"Mouse embryo cell EB_171"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552017"	SRX3552017	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930071	"Mouse embryo cell EB_172"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552018"	SRX3552018	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930072	"Mouse embryo cell EB_173"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552019"	SRX3552019	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930073	"Mouse embryo cell EB_176"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552020"	SRX3552020	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930074	"Mouse embryo cell EB_167"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552021"	SRX3552021	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930075	"Mouse embryo cell EB_168"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552022"	SRX3552022	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930076	"Mouse embryo cell EB_174"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552023"	SRX3552023	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930077	"Mouse embryo cell EB_175"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552024"	SRX3552024	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930078	"Mouse embryo cell EB_178"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552025"	SRX3552025	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930079	"Mouse embryo cell EB_179"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552026"	SRX3552026	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930080	"Mouse embryo cell EB_177"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552027"	SRX3552027	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930081	"Mouse embryo cell EB_180"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552028"	SRX3552028	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930082	"Mouse embryo cell EB_181"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552029"	SRX3552029	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930083	"Mouse embryo cell EB_183"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552030"	SRX3552030	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930084	"Mouse embryo cell EB_182"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552031"	SRX3552031	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930085	"Mouse embryo cell EB_186"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552032"	SRX3552032	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930086	"Mouse embryo cell EB_184"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552033"	SRX3552033	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930087	"Mouse embryo cell EB_185"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552034"	SRX3552034	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930088	"Mouse embryo cell EB_187"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552035"	SRX3552035	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930089	"Mouse embryo cell EB_188"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552036"	SRX3552036	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930090	"Mouse embryo cell EB_189"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552037"	SRX3552037	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930091	"Mouse embryo cell EB_191"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552038"	SRX3552038	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930092	"Mouse embryo cell EB_190"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552039"	SRX3552039	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930093	"Mouse embryo cell EB_653"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552040"	SRX3552040	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930094	"Mouse embryo cell EB_192"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552041"	SRX3552041	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930095	"Mouse embryo cell EB_202"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552042"	SRX3552042	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930096	"Mouse embryo cell EB_201"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552043"	SRX3552043	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930097	"Mouse embryo cell EB_203"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552044"	SRX3552044	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930098	"Mouse embryo cell EB_204"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552045"	SRX3552045	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930099	"Mouse embryo cell EB_205"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552046"	SRX3552046	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930100	"Mouse embryo cell EB_206"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552047"	SRX3552047	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930101	"Mouse embryo cell EB_208"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552048"	SRX3552048	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930102	"Mouse embryo cell EB_207"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552049"	SRX3552049	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930103	"Mouse embryo cell EB_210"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552050"	SRX3552050	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930104	"Mouse embryo cell EB_211"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552051"	SRX3552051	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930105	"Mouse embryo cell EB_212"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552052"	SRX3552052	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930106	"Mouse embryo cell EB_209"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552053"	SRX3552053	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930107	"Mouse embryo cell EB_213"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552054"	SRX3552054	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930108	"Mouse embryo cell EB_214"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552055"	SRX3552055	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930109	"Mouse embryo cell EB_215"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552056"	SRX3552056	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930110	"Mouse embryo cell EB_654"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552057"	SRX3552057	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930111	"Mouse embryo cell EB_656"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552058"	SRX3552058	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930112	"Mouse embryo cell EB_657"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552059"	SRX3552059	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930113	"Mouse embryo cell EB_658"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552060"	SRX3552060	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930114	"Mouse embryo cell EB_659"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552061"	SRX3552061	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930115	"Mouse embryo cell EB_660"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552062"	SRX3552062	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930116	"Mouse embryo cell EB_661"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552063"	SRX3552063	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930117	"Mouse embryo cell EB_662"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552064"	SRX3552064	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930118	"Mouse embryo cell EB_664"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552065"	SRX3552065	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930119	"Mouse embryo cell EB_663"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552066"	SRX3552066	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930120	"Mouse embryo cell EB_666"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552067"	SRX3552067	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930121	"Mouse embryo cell EB_667"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552068"	SRX3552068	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930122	"Mouse embryo cell EB_668"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552069"	SRX3552069	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930123	"Mouse embryo cell EB_675"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552070"	SRX3552070	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930124	"Mouse embryo cell EB_677"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552071"	SRX3552071	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930125	"Mouse embryo cell EB_680"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552072"	SRX3552072	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930126	"Mouse embryo cell EB_573"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552073"	SRX3552073	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930127	"Mouse embryo cell EB_574"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552074"	SRX3552074	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930128	"Mouse embryo cell EB_575"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552075"	SRX3552075	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930129	"Mouse embryo cell EB_576"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552076"	SRX3552076	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930130	"Mouse embryo cell EB_577"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552077"	SRX3552077	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930131	"Mouse embryo cell EB_578"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552078"	SRX3552078	"Qiaolin Deng"	"Feb 04, 2019"
